optionSymbol;underlying;expiration;side;strike;firstTraded;dte;updated;bid;bidSize;mid;ask;askSize;last;openInterest;volume;inTheMoney;intrinsicValue;extrinsicValue;underlyingPrice;iv;delta;gamma;theta;vega;ticker;date
MSFT260320P00422500;MSFT;1774036800;put;422.5;1771857000;14;1772830800;17.6;1;17.75;17.9;1;16.55;49;250;True;13.54;4.21;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00425000;MSFT;1774036800;put;425.0;1753104600;14;1772830800;19.25;1;19.45;19.65;1;18.72;2864;104;True;16.04;3.41;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00430000;MSFT;1774036800;put;430.0;1737729000;14;1772830800;22.95;12;23.25;23.55;10;23.01;7997;72;True;21.04;2.21;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00435000;MSFT;1774036800;put;435.0;1753104600;14;1772830800;26.65;40;27.3;27.95;33;27.37;2168;127;True;26.04;1.26;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00440000;MSFT;1774036800;put;440.0;1737729000;14;1772830800;29.75;80;31.6;33.45;42;31.82;4951;55;True;31.04;0.56;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00445000;MSFT;1774036800;put;445.0;1753104600;14;1772830800;34.45;52;35.9;37.35;26;35.55;2134;12;True;36.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00450000;MSFT;1774036800;put;450.0;1737729000;14;1772830800;39.75;25;41.225;42.7;39;40.9;3303;39;True;41.04;0.185;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00455000;MSFT;1774036800;put;455.0;1753104600;14;1772830800;44.25;89;45.95;47.65;19;44.5;1924;0;True;46.04;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00460000;MSFT;1774036800;put;460.0;1737729000;14;1772830800;49.2;99;50.95;52.7;25;51.05;1910;7678;True;51.04;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00465000;MSFT;1774036800;put;465.0;1753104600;14;1772830800;54.15;65;55.875;57.6;17;56.2;1361;14040;True;56.04;0.165;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00470000;MSFT;1774036800;put;470.0;1737729000;14;1772830800;59.15;71;60.9;62.65;11;59.41;1161;12295;True;61.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00475000;MSFT;1774036800;put;475.0;1753104600;14;1772830800;64.15;60;65.9;67.65;7;65.85;1023;14796;True;66.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00480000;MSFT;1774036800;put;480.0;1737729000;14;1772830800;69.2;60;70.925;72.65;9;68.71;1190;13661;True;71.04;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00485000;MSFT;1774036800;put;485.0;1753104600;14;1772830800;74.15;7;75.95;77.75;1;76.95;334;5405;True;76.04;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00490000;MSFT;1774036800;put;490.0;1737729000;14;1772830800;79.15;6;80.95;82.75;1;82.35;404;6565;True;81.04;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00495000;MSFT;1774036800;put;495.0;1753104600;14;1772830800;84.15;81;85.975;87.8;1;87.2;244;4090;True;86.04;0.065;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00500000;MSFT;1774036800;put;500.0;1737729000;14;1772830800;89.15;60;90.9;92.65;7;92.05;203;3315;True;91.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00505000;MSFT;1774036800;put;505.0;1753104600;14;1772830800;94.15;89;95.95;97.75;1;93.7;105;1671;True;96.04;0.09;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00510000;MSFT;1774036800;put;510.0;1737729000;14;1772830800;99.15;60;100.875;102.6;5;102.1;165;2740;True;101.04;0.165;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00515000;MSFT;1774036800;put;515.0;1753104600;14;1772830800;104.15;65;105.9;107.65;7;107.3;164;2770;True;106.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00520000;MSFT;1774036800;put;520.0;1737729000;14;1772830800;109.15;6;110.9;112.65;6;112.1;129;2195;True;111.04;0.14;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00525000;MSFT;1774036800;put;525.0;1753104600;14;1772830800;114.15;66;116.025;117.9;1;117.1;80;1315;True;116.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00530000;MSFT;1774036800;put;530.0;1737729000;14;1772830800;119.15;66;120.875;122.6;5;122.25;23;400;True;121.04;0.165;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00535000;MSFT;1774036800;put;535.0;1753104600;14;1772830800;124.15;66;126.025;127.9;1;127.15;94;1650;True;126.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00540000;MSFT;1774036800;put;540.0;1737729000;14;1772830800;129.15;3;130.925;132.7;3;129.8;3;1;True;131.04;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00545000;MSFT;1774036800;put;545.0;1753104600;14;1772830800;134.15;66;136.025;137.9;1;136.76;1;0;True;136.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00550000;MSFT;1774036800;put;550.0;1737729000;14;1772830800;139.15;63;140.925;142.7;1;141.6;1;0;True;141.04;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00555000;MSFT;1774036800;put;555.0;1753104600;14;1772830800;144.15;66;145.925;147.7;1;165.02;0;0;True;146.04;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00560000;MSFT;1774036800;put;560.0;1737729000;14;1772830800;149.15;66;151.0;152.85;1;131.2;0;0;True;151.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00565000;MSFT;1774036800;put;565.0;1753104600;14;1772830800;154.15;66;156.025;157.9;1;162.66;0;0;True;156.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00570000;MSFT;1774036800;put;570.0;1737729000;14;1772830800;159.15;66;161.0;162.85;1;179.0;0;0;True;161.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00575000;MSFT;1774036800;put;575.0;1753104600;14;1772830800;164.15;66;166.0;167.85;1;97.56;0;0;True;166.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00580000;MSFT;1774036800;put;580.0;1737729000;14;1772830800;169.15;66;171.0;172.85;1;107.93;0;0;True;171.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00585000;MSFT;1774036800;put;585.0;1753104600;14;1772830800;174.15;66;175.875;177.6;1;72.75;0;0;True;176.04;0.165;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00590000;MSFT;1774036800;put;590.0;1737729000;14;1772830800;179.15;66;180.925;182.7;1;78.1;0;0;True;181.04;0.115;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00595000;MSFT;1774036800;put;595.0;1753104600;14;1772830800;184.15;66;186.025;187.9;1;118.65;0;0;True;186.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00600000;MSFT;1774036800;put;600.0;1737729000;14;1772830800;189.15;66;191.0;192.85;1;177.18;0;0;True;191.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00605000;MSFT;1774036800;put;605.0;1767364200;14;1772830800;194.15;66;196.0;197.85;1;0.0;0;0;True;196.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00610000;MSFT;1774036800;put;610.0;1737729000;14;1772830800;199.15;66;201.025;202.9;1;159.02;0;0;True;201.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00620000;MSFT;1774036800;put;620.0;1737729000;14;1772830800;209.15;66;211.025;212.9;1;163.95;0;0;True;211.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00630000;MSFT;1774036800;put;630.0;1737729000;14;1772830800;219.15;60;221.0;222.85;1;239.25;0;0;True;221.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00640000;MSFT;1774036800;put;640.0;1737729000;14;1772830800;229.15;60;231.025;232.9;1;104.35;0;0;True;231.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00650000;MSFT;1774036800;put;650.0;1737729000;14;1772830800;239.15;60;241.0;242.85;1;118.6;0;0;True;241.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00660000;MSFT;1774036800;put;660.0;1737729000;14;1772830800;249.15;60;251.0;252.85;1;122.85;0;0;True;251.04;0.04;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00680000;MSFT;1774036800;put;680.0;1747747800;14;1772830800;269.15;60;271.025;272.9;1;201.31;0;0;True;271.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00700000;MSFT;1774036800;put;700.0;1751981400;14;1772830800;289.15;60;291.025;292.9;1;0.0;0;0;True;291.04;0.015;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00720000;MSFT;1774036800;put;720.0;1753104600;14;1772830800;309.2;1;311.05;312.9;1;0.0;0;0;True;311.04;0.01;408.96;;;;;;MSFT;2026-03-06
MSFT260320P00740000;MSFT;1774036800;put;740.0;1754055000;14;1772830800;329.2;60;331.025;332.85;1;0.0;0;0;True;331.04;0.015;408.96;;;;;;MSFT;2026-03-06
AAPL260320C00090000;AAPL;1774036800;call;90.0;1744119000;14;1772830800;165.6;101;167.575;169.55;100;175.67;59;0;True;167.46;0.115;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00095000;AAPL;1774036800;call;95.0;1744119000;14;1772830800;160.65;100;162.575;164.5;100;165.52;1;0;True;162.46;0.115;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00100000;AAPL;1774036800;call;100.0;1744119000;14;1772830800;155.7;100;157.6;159.5;100;164.7;54;0;True;157.46;0.14;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00105000;AAPL;1774036800;call;105.0;1744119000;14;1772830800;150.7;100;152.625;154.55;1;143.15;27;0;True;152.46;0.165;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00110000;AAPL;1774036800;call;110.0;1742304600;14;1772830800;145.75;100;147.65;149.55;100;154.77;355;0;True;147.46;0.19;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00115000;AAPL;1774036800;call;115.0;1737729000;14;1772830800;140.75;100;142.65;144.55;100;143.83;191;0;True;142.46;0.19;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00120000;AAPL;1774036800;call;120.0;1737729000;14;1772830800;135.65;100;137.6;139.55;100;144.53;58;0;True;137.46;0.14;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00125000;AAPL;1774036800;call;125.0;1737729000;14;1772830800;131.25;146;132.925;134.6;149;139.5;114;0;True;132.46;0.465;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00130000;AAPL;1774036800;call;130.0;1737729000;14;1772830800;126.25;101;127.9;129.55;100;126.91;79;0;True;127.46;0.44;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00135000;AAPL;1774036800;call;135.0;1737729000;14;1772830800;121.25;138;122.9;124.55;100;129.2;277;0;True;122.46;0.44;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00140000;AAPL;1774036800;call;140.0;1737729000;14;1772830800;116.25;115;117.925;119.6;129;123.01;142;0;True;117.46;0.465;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00145000;AAPL;1774036800;call;145.0;1737729000;14;1772830800;111.3;152;112.95;114.6;172;127.8;245;0;True;112.46;0.49;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00150000;AAPL;1774036800;call;150.0;1737729000;14;1772830800;106.3;122;107.95;109.6;125;105.88;532;2;True;107.46;0.49;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00155000;AAPL;1774036800;call;155.0;1737729000;14;1772830800;101.3;174;102.95;104.6;100;108.5;197;0;True;102.46;0.49;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00160000;AAPL;1774036800;call;160.0;1737729000;14;1772830800;96.3;167;97.725;99.15;149;113.27;454;0;True;97.46;0.265;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00165000;AAPL;1774036800;call;165.0;1737729000;14;1772830800;91.3;180;92.575;93.85;143;92.7;256;3;True;92.46;0.115;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00170000;AAPL;1774036800;call;170.0;1737729000;14;1772830800;86.25;177;87.7;89.15;149;87.29;737;2;True;87.46;0.24;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00175000;AAPL;1774036800;call;175.0;1737729000;14;1772830800;81.35;179;82.725;84.1;162;90.49;364;0;True;82.46;0.265;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00180000;AAPL;1774036800;call;180.0;1737729000;14;1772830800;76.7;172;77.675;78.65;5;75.4;527;1;True;77.46;0.215;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00185000;AAPL;1774036800;call;185.0;1737729000;14;1772830800;71.4;173;72.625;73.85;131;73.87;878;0;True;72.46;0.165;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00190000;AAPL;1774036800;call;190.0;1737729000;14;1772830800;66.65;156;67.725;68.8;5;66.72;616;1;True;67.46;0.265;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00195000;AAPL;1774036800;call;195.0;1737729000;14;1772830800;61.45;243;62.8;64.15;182;61.5;1553;22;True;62.46;0.34;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00200000;AAPL;1774036800;call;200.0;1737729000;14;1772830800;56.8;161;58.0;59.2;136;57.72;6434;70;True;57.46;0.54;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00205000;AAPL;1774036800;call;205.0;1765809000;14;1772830800;51.7;180;52.9;54.1;133;52.84;122;66;True;52.46;0.44;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00210000;AAPL;1774036800;call;210.0;1737729000;14;1772830800;47.2;13;48.35;49.5;178;47.03;4449;19;True;47.46;0.89;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00215000;AAPL;1774036800;call;215.0;1765809000;14;1772830800;42.65;6;43.325;44.0;6;42.83;1553;52;True;42.46;0.865;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00220000;AAPL;1774036800;call;220.0;1737729000;14;1772830800;38.05;5;38.55;39.05;7;38.1;6174;52;True;37.46;1.09;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00225000;AAPL;1774036800;call;225.0;1765809000;14;1772830800;32.7;5;33.775;34.85;167;33.29;2010;7;True;32.46;1.315;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00230000;AAPL;1774036800;call;230.0;1737729000;14;1772830800;28.55;20;28.925;29.3;14;29.2;6698;334;True;27.46;1.465;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00235000;AAPL;1774036800;call;235.0;1765809000;14;1772830800;23.65;17;24.3;24.95;17;24.35;1086;57;True;22.46;1.84;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00237500;AAPL;1774036800;call;237.5;1771857000;14;1772830800;21.45;8;22.15;22.85;20;22.0;106;0;True;19.96;2.19;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00240000;AAPL;1774036800;call;240.0;1737729000;14;1772830800;19.55;5;19.85;20.15;12;19.19;10319;280;True;17.46;2.39;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00242500;AAPL;1774036800;call;242.5;1771857000;14;1772830800;17.1;42;17.75;18.4;3;16.8;111;10;True;14.96;2.79;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00245000;AAPL;1774036800;call;245.0;1765809000;14;1772830800;15.3;27;15.675;16.05;25;15.55;2763;132;True;12.46;3.215;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00247500;AAPL;1774036800;call;247.5;1771857000;14;1772830800;12.7;34;13.2;13.7;2;13.44;62;31;True;9.96;3.24;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00250000;AAPL;1774036800;call;250.0;1737729000;14;1772830800;11.4;16;11.575;11.75;1;11.55;13784;1026;True;7.46;4.115;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00252500;AAPL;1774036800;call;252.5;1771857000;14;1772830800;9.0;47;9.625;10.25;15;10.04;131;68;True;4.96;4.665;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00255000;AAPL;1774036800;call;255.0;1765809000;14;1772830800;7.7;12;8.25;8.8;1;8.3;6698;2075;True;2.46;5.79;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00257500;AAPL;1774036800;call;257.5;1771857000;14;1772830800;6.45;34;6.575;6.7;32;6.65;579;2971;False;0.0;6.575;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00260000;AAPL;1774036800;call;260.0;1737729000;14;1772830800;5.0;84;5.15;5.3;7;5.25;28162;3843;False;0.0;5.15;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00262500;AAPL;1774036800;call;262.5;1771857000;14;1772830800;3.95;62;4.025;4.1;5;4.02;1494;1095;False;0.0;4.025;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00265000;AAPL;1774036800;call;265.0;1765809000;14;1772830800;2.82;67;2.96;3.1;35;3.04;9868;2797;False;0.0;2.96;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00267500;AAPL;1774036800;call;267.5;1771857000;14;1772830800;2.04;3;2.145;2.25;28;2.25;1604;890;False;0.0;2.145;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00270000;AAPL;1774036800;call;270.0;1737729000;14;1772830800;1.5;1;1.545;1.59;5;1.53;31823;6187;False;0.0;1.545;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00272500;AAPL;1774036800;call;272.5;1771857000;14;1772830800;1.04;11;1.075;1.11;25;1.08;2972;1323;False;0.0;1.075;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00275000;AAPL;1774036800;call;275.0;1765809000;14;1772830800;0.7;46;0.73;0.76;15;0.74;24493;3474;False;0.0;0.73;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00277500;AAPL;1774036800;call;277.5;1771857000;14;1772830800;0.47;26;0.495;0.52;29;0.54;1937;1275;False;0.0;0.495;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00280000;AAPL;1774036800;call;280.0;1737729000;14;1772830800;0.33;69;0.345;0.36;1;0.35;61793;4237;False;0.0;0.345;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00282500;AAPL;1774036800;call;282.5;1771857000;14;1772830800;0.23;71;0.25;0.27;69;0.25;3699;301;False;0.0;0.25;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00285000;AAPL;1774036800;call;285.0;1765809000;14;1772830800;0.16;89;0.18;0.2;81;0.18;49691;3411;False;0.0;0.18;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00287500;AAPL;1774036800;call;287.5;1771857000;14;1772830800;0.12;17;0.135;0.15;147;0.14;4992;2012;False;0.0;0.135;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00290000;AAPL;1774036800;call;290.0;1737729000;14;1772830800;0.09;74;0.1;0.11;268;0.11;31631;2553;False;0.0;0.1;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00292500;AAPL;1774036800;call;292.5;1772202600;14;1772830800;0.06;84;0.075;0.09;1;0.08;1009;23;False;0.0;0.075;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00295000;AAPL;1774036800;call;295.0;1765809000;14;1772830800;0.05;85;0.06;0.07;105;0.06;13974;624;False;0.0;0.06;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00297500;AAPL;1774036800;call;297.5;1772202600;14;1772830800;0.02;66;0.04;0.06;1;0.05;117;22;False;0.0;0.04;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00300000;AAPL;1774036800;call;300.0;1737729000;14;1772830800;0.03;17;0.035;0.04;32;0.04;62134;1900;False;0.0;0.035;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00305000;AAPL;1774036800;call;305.0;1765809000;14;1772830800;0.02;2;0.025;0.03;101;0.03;16126;1660;False;0.0;0.025;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00310000;AAPL;1774036800;call;310.0;1737729000;14;1772830800;0.01;25;0.02;0.03;2;0.01;36118;682;False;0.0;0.02;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00315000;AAPL;1774036800;call;315.0;1765809000;14;1772830800;0.0;0;0.01;0.02;120;0.01;3439;20;False;0.0;0.01;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00320000;AAPL;1774036800;call;320.0;1737729000;14;1772830800;0.0;0;0.01;0.02;30;0.02;12526;19;False;0.0;0.01;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00325000;AAPL;1774036800;call;325.0;1765809000;14;1772830800;0.0;0;0.005;0.01;99;0.01;821;16;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00330000;AAPL;1774036800;call;330.0;1737729000;14;1772830800;0.0;0;0.005;0.01;1;0.01;3189;1;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00335000;AAPL;1774036800;call;335.0;1765809000;14;1772830800;0.0;0;0.105;0.21;48;0.01;336;0;False;0.0;0.105;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00340000;AAPL;1774036800;call;340.0;1738333800;14;1772830800;0.0;0;0.005;0.01;1;0.01;1939;62;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00345000;AAPL;1774036800;call;345.0;1765809000;14;1772830800;0.0;0;0.005;0.01;1;0.04;418;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00350000;AAPL;1774036800;call;350.0;1738333800;14;1772830800;0.0;0;0.005;0.01;1;0.01;4792;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00355000;AAPL;1774036800;call;355.0;1768487400;14;1772830800;0.0;0;0.005;0.01;1;0.03;114;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00360000;AAPL;1774036800;call;360.0;1738593000;14;1772830800;0.0;0;0.005;0.01;1;0.02;2865;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00370000;AAPL;1774036800;call;370.0;1740493800;14;1772830800;0.0;0;0.005;0.01;1;0.01;20572;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00380000;AAPL;1774036800;call;380.0;1761571800;14;1772830800;0.0;0;0.005;0.01;297;0.01;1915;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00390000;AAPL;1774036800;call;390.0;1761571800;14;1772830800;0.0;0;0.105;0.21;37;0.01;314;0;False;0.0;0.105;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00400000;AAPL;1774036800;call;400.0;1761571800;14;1772830800;0.0;0;0.005;0.01;1;0.01;2220;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00410000;AAPL;1774036800;call;410.0;1761571800;14;1772830800;0.0;0;0.005;0.01;1;0.01;111;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00420000;AAPL;1774036800;call;420.0;1761571800;14;1772830800;0.0;0;0.005;0.01;1;0.01;190;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00430000;AAPL;1774036800;call;430.0;1761571800;14;1772830800;0.0;0;0.105;0.21;37;0.01;299;0;False;0.0;0.105;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00440000;AAPL;1774036800;call;440.0;1761571800;14;1772830800;0.0;0;0.005;0.01;140;0.01;354;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320C00450000;AAPL;1774036800;call;450.0;1761571800;14;1772830800;0.0;0;0.005;0.01;1;0.01;1552;0;False;0.0;0.005;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00090000;AAPL;1774036800;put;90.0;1744119000;14;1772830800;0.0;0;0.03;0.06;200;0.01;1699;50;False;0.0;0.03;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00095000;AAPL;1774036800;put;95.0;1744119000;14;1772830800;0.0;0;0.355;0.71;117;0.03;261;0;False;0.0;0.355;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00100000;AAPL;1774036800;put;100.0;1744119000;14;1772830800;0.0;0;0.27;0.54;97;0.03;942;0;False;0.0;0.27;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00105000;AAPL;1774036800;put;105.0;1744119000;14;1772830800;0.0;0;0.535;1.07;159;0.02;536;0;False;0.0;0.535;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00110000;AAPL;1774036800;put;110.0;1742304600;14;1772830800;0.0;0;0.495;0.99;153;0.01;412;0;False;0.0;0.495;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00115000;AAPL;1774036800;put;115.0;1737729000;14;1772830800;0.0;0;0.535;1.07;162;0.03;498;0;False;0.0;0.535;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00120000;AAPL;1774036800;put;120.0;1737729000;14;1772830800;0.0;0;0.025;0.05;2;0.01;811;0;False;0.0;0.025;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00125000;AAPL;1774036800;put;125.0;1737729000;14;1772830800;0.0;0;0.12;0.24;51;0.02;1360;0;False;0.0;0.12;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00130000;AAPL;1774036800;put;130.0;1737729000;14;1772830800;0.0;0;0.015;0.03;12;0.02;395;1;False;0.0;0.015;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00135000;AAPL;1774036800;put;135.0;1737729000;14;1772830800;0.01;2;0.04;0.07;1;0.02;1085;6;False;0.0;0.04;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00140000;AAPL;1774036800;put;140.0;1737729000;14;1772830800;0.0;0;0.025;0.05;20;0.02;1664;1;False;0.0;0.025;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00145000;AAPL;1774036800;put;145.0;1737729000;14;1772830800;0.0;0;0.26;0.52;160;0.02;1279;1;False;0.0;0.26;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00150000;AAPL;1774036800;put;150.0;1737729000;14;1772830800;0.0;0;0.035;0.07;70;0.03;2680;1;False;0.0;0.035;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00155000;AAPL;1774036800;put;155.0;1737729000;14;1772830800;0.0;0;0.105;0.21;177;0.05;3183;3;False;0.0;0.105;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00160000;AAPL;1774036800;put;160.0;1737729000;14;1772830800;0.0;0;0.02;0.04;10;0.03;5575;3;False;0.0;0.02;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00165000;AAPL;1774036800;put;165.0;1737729000;14;1772830800;0.0;0;0.03;0.06;6;0.08;3953;153;False;0.0;0.03;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00170000;AAPL;1774036800;put;170.0;1737729000;14;1772830800;0.02;100;0.035;0.05;1;0.04;10206;22;False;0.0;0.035;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00175000;AAPL;1774036800;put;175.0;1737729000;14;1772830800;0.03;18;0.06;0.09;1;0.07;5865;33;False;0.0;0.06;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00180000;AAPL;1774036800;put;180.0;1737729000;14;1772830800;0.04;27;0.07;0.1;8;0.05;4783;0;False;0.0;0.07;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00185000;AAPL;1774036800;put;185.0;1737729000;14;1772830800;0.06;12;0.115;0.17;12;0.09;5204;13;False;0.0;0.115;257.46;;;;;;AAPL;2026-03-06
AAPL260320P00190000;AAPL;1774036800;put;190.0;1737729000;14;1772830800;0.09;18;0.115;0.14;17;0.13;6502;157;False;0.0;0.115;257.46;;;;;;AAPL;2026-03-06
